id	score	importantwordcount	intensity
30000	1.111320521162194	2.0	3
30001	1.4163238324683802	2.0	3
30002	2.59099757753115	2.0	3
30003	4.73803384841264	5.0	3
30004	4.929799321369883	5.0	3
30005	4.198392473753918	3.0	3
30006	7.369498626220796	7.0	3
30007	2.015310202481052	2.0	3
30008	1.111320521162194	2.0	3
30009	2.19592870841514	2.0	3
30010	1.30699168605728	1.0	3
30011	4.323939765285401	2.0	3
30012	0.0	0.0	3
30013	3.481307521601234	4.0	3
30014	0.0	0.0	3
30015	2.542866459645333	2.0	3
30016	1.9790418325063899	1.0	3
30017	2.01800162909558	1.0	3
30018	3.0949728681743194	2.0	3
30019	2.03194738859279	1.0	3
30020	0.621442705431943	1.0	3
30021	1.123767498753848	2.0	3
30022	7.85365144551101	5.0	3
30023	5.743002507214241	5.0	3
30024	4.343813985727824	4.0	3
30025	5.267265613988512	5.0	3
30026	2.03194738859279	1.0	3
30027	1.8660164617054802	3.0	3
30028	3.6786987474244963	5.0	3
30029	7.268142974860154	5.0	3
30030	5.20069006001207	3.0	3
30031	8.484546352147115	7.0	3
30032	3.204384987850149	4.0	3
30033	3.841155294202098	4.0	3
30034	8.210018246072927	6.0	3
30035	0.619081577941178	1.0	3
30036	8.902423372566629	6.0	3
30037	3.6920927738637177	3.0	3
30038	6.360362356396618	4.0	3
30039	0.7604832658040641	1.0	3
30040	0.836226378981366	1.0	3
30041	0.558845919710818	1.0	3
30042	0.820210683845226	1.0	3
30043	2.893524035272955	3.0	3
30044	2.143900013206993	2.0	3
30045	2.376140753632848	2.0	3
30046	1.8861748314801332	2.0	3
30047	11.318036688314827	8.0	3
30048	3.03240622786715	2.0	3
30049	5.8682377407032735	6.0	3
30050	4.542941713083565	3.0	3
30051	2.3520628894152122	2.0	3
30052	2.1619698826427003	1.0	3
30053	2.1619698826427003	1.0	3
30054	2.157948303393213	2.0	3
30055	1.47513665158497	1.0	3
30056	6.070989641293956	5.0	3
30057	4.206915259034112	4.0	3
30058	4.090404274131924	3.0	3
30059	0.619081577941178	1.0	3
30060	0.0	0.0	3
30061	1.5365055979612698	1.0	3
30062	1.956751441411162	2.0	3
30063	1.8116088882061898	1.0	3
30064	0.7604832658040641	1.0	3
30065	2.143218065038646	2.0	3
30066	1.9295252723537533	2.0	3
30067	0.0	0.0	3
30068	4.302911928636531	3.0	3
30069	6.322261494228055	6.0	3
30070	0.0	0.0	3
30071	1.897431112703876	2.0	3
30072	2.84666685877982	2.0	3
30073	1.5365055979612698	1.0	3
30074	8.543487951215196	6.0	3
30075	2.6533900940247332	2.0	3
30076	4.454796896129202	5.0	3
30077	5.691681562868309	4.0	3
30078	2.015310202481052	2.0	3
30079	0.8364655809103079	1.0	3
30080	0.5826867648323021	1.0	3
30081	0.0	0.0	3
30082	4.741580677415156	4.0	3
30083	0.0	0.0	3
30084	0.0	0.0	3
30085	3.0949728681743194	2.0	3
30086	3.163847403468	2.0	3
30087	0.0	0.0	3
30088	2.5099375571585028	2.0	3
30089	2.115224390522939	2.0	3
30090	1.418148181759043	2.0	3
30091	0.0	0.0	3
30092	4.160435023765444	4.0	3
30093	0.7197762865234549	1.0	3
30094	1.6574582083789298	1.0	3
30095	0.0	0.0	3
30096	0.5826867648323021	1.0	3
30097	0.0	0.0	3
30098	1.956751441411162	2.0	3
30099	2.2028690323588176	2.0	3
30100	2.1619698826427003	1.0	3
30101	0.590098463214923	1.0	3
30102	8.030207623345973	7.0	3
30103	2.7104238625142507	3.0	3
30104	1.8806017596931397	1.0	3
30105	0.0	0.0	3
30106	2.01800162909558	1.0	3
30107	3.4579293521746597	2.0	3
30108	6.8757539105073695	5.0	3
30109	2.3123910069622395	2.0	3
30110	7.837635603473677	6.0	3
30111	4.301613516711045	4.0	3
30112	5.125808742063539	5.0	3
30113	4.07576795615927	3.0	3
30114	4.769952241946014	4.0	3
30115	0.0	0.0	3
30116	0.0	0.0	3
30117	3.23164142611951	2.0	3
30118	1.418148181759043	2.0	3
30119	0.8364655809103079	1.0	3
30120	0.0	0.0	3
30121	3.4579293521746597	2.0	3
30122	1.1874545791331899	1.0	3
30123	0.0	0.0	3
30124	2.488908897116592	2.0	3
30125	3.9516895894615454	4.0	3
30126	1.649206197246185	2.0	3
30127	3.2267820750236105	2.0	3
30128	9.151227782690976	7.0	3
30129	1.306329346038126	2.0	3
30130	7.034026807758088	5.0	3
30131	1.6549882861882699	2.0	3
30132	2.03194738859279	1.0	3
30133	0.0	0.0	3
30134	2.574437861144914	3.0	3
30135	1.06967154347681	1.0	3
30136	7.916683131566184	7.0	3
30137	8.860769227043571	6.0	3
30138	1.123767498753848	2.0	3
30139	0.621442705431943	1.0	3
30140	2.3756858573345605	2.0	3
30141	1.30699168605728	1.0	3
30142	7.188689368201901	6.0	3
30143	1.8116088882061898	1.0	3
30144	0.0	0.0	3
30145	8.62426126006817	5.0	3
30146	1.6574582083789298	1.0	3
30147	0.0	0.0	3
30148	0.0	0.0	3
30149	0.8997725066814121	1.0	3
30150	0.0	0.0	3
30151	7.034026807758088	5.0	3
30152	1.6574582083789298	1.0	3
30153	0.0	0.0	3
30154	2.651028966533968	2.0	3
30155	0.836226378981366	1.0	3
30156	3.5008277471073335	3.0	3
30157	2.651028966533968	2.0	3
30158	0.0	0.0	3
30159	0.0	0.0	3
30160	2.276539786320108	2.0	3
30161	2.4062384734694042	2.0	3
30162	3.2366859723430093	3.0	3
30163	3.6998225998903598	4.0	2
30164	2.0524520166198	1.0	2
30165	1.9790418325063899	1.0	2
30166	3.74350394228687	2.0	2
30167	1.06967154347681	1.0	2
30168	2.2028690323588176	2.0	2
30169	2.039067482583537	2.0	2
30170	0.0	0.0	2
30171	0.581921802777677	1.0	2
30172	0.0	0.0	2
30173	0.0	0.0	2
30174	4.418479024902824	4.0	2
30175	3.3108167238866	2.0	2
30176	3.2284154402706697	2.0	2
30177	3.286685357296177	3.0	2
30178	3.521033179550413	4.0	2
30179	0.0	0.0	2
30180	1.5704468313892999	1.0	2
30181	4.178914812909965	3.0	2
30182	1.127624630943998	2.0	2
30183	2.83356145500393	2.0	2
30184	0.0	0.0	2
30185	1.9214237542133898	1.0	2
30186	0.619081577941178	1.0	2
30187	0.581921802777677	1.0	2
30188	2.096579357016913	2.0	2
30189	1.9214237542133898	1.0	2
30190	0.0	0.0	2
30191	0.843025361611397	1.0	2
30192	0.621442705431943	1.0	2
30193	1.76937612458291	1.0	2
30194	2.747502376590933	3.0	2
30195	0.843025361611397	1.0	2
30196	7.884802072438751	5.0	2
30197	0.581921802777677	1.0	2
30198	4.501071139311087	3.0	2
30199	2.5453372485444623	3.0	2
30200	0.609743566219815	1.0	2
30201	0.0	0.0	2
30202	2.485967695038851	2.0	2
30203	2.9047306597345903	2.0	2
30204	0.0	0.0	2
30205	0.629335797465363	1.0	2
30206	1.179627135747689	2.0	2
30207	0.0	0.0	2
30208	1.6574582083789298	1.0	2
30209	2.70911124635306	2.0	2
30210	5.563281318628768	5.0	2
30211	2.312860108179447	3.0	2
30212	0.5565497074504681	1.0	2
30213	1.6292873314122298	1.0	2
30214	0.0	0.0	2
30215	2.810061593498481	4.0	2
30216	2.607350174877646	2.0	2
30217	1.59773897367731	1.0	2
30218	0.725900004373984	1.0	2
30219	1.688753121417988	2.0	2
30220	1.06224081480177	1.0	2
30221	7.408854110725439	5.0	2
30222	4.949074759835556	4.0	2
30223	0.0	0.0	2
30224	0.581921802777677	1.0	2
30225	3.042004377540923	3.0	2
30226	0.0	0.0	2
30227	0.0	0.0	2
30228	0.0	0.0	2
30229	0.0	0.0	2
30230	0.0	0.0	2
30231	4.2496927670692575	4.0	2
30232	2.706138584138965	3.0	2
30233	0.0	0.0	2
30234	1.52245730777505	1.0	2
30235	1.30699168605728	1.0	2
30236	2.03194738859279	1.0	2
30237	0.566280898198336	1.0	2
30238	0.0	0.0	2
30239	3.1276239768922545	3.0	2
30240	1.30699168605728	1.0	2
30241	0.0	0.0	2
30242	6.188228678791669	4.0	2
30243	2.1619698826427003	1.0	2
30244	0.619081577941178	1.0	2
30245	1.6574582083789298	1.0	2
30246	3.6764574388144893	3.0	2
30247	0.0	0.0	2
30248	1.29281509479102	1.0	2
30249	0.0	0.0	2
30250	2.581175839232655	2.0	2
30251	0.581921802777677	1.0	2
30252	2.155587175902448	2.0	2
30253	0.0	0.0	2
30254	0.0	0.0	2
30255	2.499683337634318	2.0	2
30256	1.10044320214356	1.0	2
30257	0.0	0.0	2
30258	0.0	0.0	2
30259	4.5682083561121045	3.0	2
30260	0.0	0.0	2
30261	1.6292873314122298	1.0	2
30262	2.131540771501104	2.0	2
30263	1.6292873314122298	1.0	2
30264	5.7228321897960495	4.0	2
30265	0.0	0.0	2
30266	0.0	0.0	2
30267	1.30699168605728	1.0	2
30268	4.179072060534625	3.0	2
30269	0.0	0.0	2
30270	1.9214237542133898	1.0	2
30271	2.1619698826427003	1.0	2
30272	2.7461963284161897	2.0	2
30273	1.9790418325063899	1.0	2
30274	0.0	0.0	2
30275	2.3054793193265573	2.0	2
30276	0.0	0.0	2
30277	0.581921802777677	1.0	2
30278	0.581921802777677	1.0	2
30279	0.581921802777677	1.0	2
30280	1.6574582083789298	1.0	2
30281	1.24871977492579	1.0	2
30282	0.0	0.0	2
30283	2.071868677760074	3.0	2
30284	0.581921802777677	1.0	2
30285	0.8364655809103079	1.0	2
30286	1.077098442456383	2.0	2
30287	5.336180542305471	5.0	2
30288	2.621517958870176	2.0	2
30289	3.4226326461081396	2.0	2
30290	0.0	0.0	2
30291	0.54082741420814	1.0	2
30292	0.581921802777677	1.0	2
30293	2.9281278884510473	2.0	2
30294	0.621442705431943	1.0	2
30295	8.79717766472076	6.0	2
30296	3.438726887334911	3.0	2
30297	1.6574582083789298	1.0	2
30298	0.581921802777677	1.0	2
30299	1.776803124915256	2.0	2
30300	0.0	0.0	2
30301	0.581921802777677	1.0	2
30302	0.581921802777677	1.0	2
30303	0.0	0.0	2
30304	1.9790418325063899	1.0	2
30305	2.47088772511791	2.0	2
30306	1.06967154347681	1.0	2
30307	0.581921802777677	1.0	2
30308	1.6574582083789298	1.0	2
30309	0.5826867648323021	1.0	2
30310	0.0	0.0	2
30311	0.581921802777677	1.0	2
30312	2.227074771142673	2.0	2
30313	1.3085867692062862	2.0	2
30314	0.0	0.0	2
30315	2.787365410086098	2.0	2
30316	0.581921802777677	1.0	2
30317	3.151401834421911	3.0	2
30318	0.0	0.0	2
30319	0.581921802777677	1.0	2
30320	3.97318811660669	3.0	2
30321	0.0	0.0	2
30322	1.6574582083789298	1.0	2
30323	3.292022596892	2.0	2
30324	3.5155474304676595	2.0	2
30325	3.5899317987789097	2.0	2
30326	0.581921802777677	1.0	2
30327	0.581921802777677	1.0	2
30328	2.1619698826427003	1.0	2
30329	0.575653038027199	1.0	2
30330	1.6292873314122298	1.0	2
30331	0.0	0.0	2
30332	0.581921802777677	1.0	2
30333	1.8806017596931397	1.0	2
30334	0.0	0.0	2
30335	0.558845919710818	1.0	2
30336	1.52245730777505	1.0	2
30337	0.0	0.0	2
30338	0.581921802777677	1.0	1
30339	2.84458816488308	2.0	1
30340	2.439447679403953	2.0	1
30341	0.6931939722418969	1.0	1
30342	1.8806017596931397	1.0	1
30343	0.581921802777677	1.0	1
30344	5.754713248923483	6.0	1
30345	1.3583413311291181	2.0	1
30346	0.581921802777677	1.0	1
30347	0.0	0.0	1
30348	0.581921802777677	1.0	1
30349	5.379427286962802	6.0	1
30350	1.8065361570743679	2.0	1
30351	0.581921802777677	1.0	1
30352	5.48743035651205	4.0	1
30353	0.581921802777677	1.0	1
30354	2.9047306597345903	2.0	1
30355	0.0	0.0	1
30356	3.270292951079972	3.0	1
30357	0.530675042744122	1.0	1
30358	1.190623720831733	2.0	1
30359	2.795133175176429	3.0	1
30360	0.0	0.0	1
30361	0.0	0.0	1
30362	5.352984808425906	4.0	1
30363	1.077098442456383	2.0	1
30364	2.03194738859279	1.0	1
30365	1.0964046056738799	1.0	1
30366	0.0	0.0	1
30367	0.0	0.0	1
30368	3.0986022972345673	3.0	1
30369	0.0	0.0	1
30370	0.581921802777677	1.0	1
30371	0.0	0.0	1
30372	0.6923773123353412	1.0	1
30373	0.581921802777677	1.0	1
30374	1.47513665158497	1.0	1
30375	0.581921802777677	1.0	1
30376	1.1874545791331899	1.0	1
30377	3.221437150428984	3.0	1
30378	0.0	0.0	1
30379	0.0	0.0	1
30380	3.2887998399594602	2.0	1
30381	0.827397510564023	1.0	1
30382	0.0	0.0	1
30383	0.0	0.0	1
30384	0.581921802777677	1.0	1
30385	0.0	0.0	1
30386	1.077098442456383	2.0	1
30387	4.63769663074176	3.0	1
30388	2.196501500793569	2.0	1
30389	0.0	0.0	1
30390	0.0	0.0	1
30391	0.0	0.0	1
30392	1.0964046056738799	1.0	1
30393	3.422910000785996	3.0	1
30394	2.4428520853347786	2.0	1
30395	2.2496953939349598	2.0	1
30396	0.5826867648323021	1.0	1
30397	0.581921802777677	1.0	1
30398	0.581921802777677	1.0	1
30399	0.0	0.0	1
30400	0.621442705431943	1.0	1
30401	0.581921802777677	1.0	1
30402	0.0	0.0	1
30403	0.0	0.0	1
30404	0.652136282795491	1.0	1
30405	2.219857230919756	2.0	1
30406	2.03848323030294	2.0	1
30407	0.581921802777677	1.0	1
30408	0.581921802777677	1.0	1
30409	0.581921802777677	1.0	1
30410	0.8997725066814121	1.0	1
30411	1.2079762148539899	1.0	1
30412	0.0	0.0	1
30413	1.385324258781834	2.0	1
30414	1.9790418325063899	1.0	1
30415	1.5704468313892999	1.0	1
30416	0.621442705431943	1.0	1
30417	0.0	0.0	1
30418	0.0	0.0	1
30419	1.25199310027076	1.0	1
30420	0.0	0.0	1
30421	2.569062191428287	2.0	1
30422	0.581921802777677	1.0	1
30423	1.6574582083789298	1.0	1
30424	0.581921802777677	1.0	1
30425	0.581921802777677	1.0	1
30426	1.01560432220653	1.0	1
30427	0.725900004373984	1.0	1
30428	0.0	0.0	1
30429	0.0	0.0	1
30430	0.581921802777677	1.0	1
30431	1.3080825669218101	1.0	1
30432	0.0	0.0	1
30433	0.621442705431943	1.0	1
30434	1.06967154347681	1.0	1
30435	1.30699168605728	1.0	1
30436	5.9450981986832385	4.0	1
30437	0.581921802777677	1.0	1
30438	0.0	0.0	1
30439	0.581921802777677	1.0	1
30440	2.331210195998895	2.0	1
30441	0.652136282795491	1.0	1
30442	0.0	0.0	1
30443	2.5264590563935876	2.0	1
30444	0.0	0.0	1
30445	0.0	0.0	1
30446	0.6931939722418969	1.0	1
30447	0.5826867648323021	1.0	1
30448	0.0	0.0	1
30449	0.581921802777677	1.0	1
30450	1.59773897367731	1.0	1
30451	1.76937612458291	1.0	1
30452	0.0	0.0	1
30453	0.0	0.0	1
30454	5.776811034211935	4.0	1
30455	1.8806017596931397	1.0	1
30456	0.0	0.0	1
30457	0.0	0.0	1
30458	2.141538885716228	2.0	1
30459	3.729279745178414	3.0	1
30460	0.581921802777677	1.0	1
30461	0.0	0.0	1
30462	2.290223117912755	2.0	1
30463	0.0	0.0	1
30464	0.581921802777677	1.0	1
30465	0.581921802777677	1.0	1
30466	2.568390378288456	2.0	1
30467	2.887064982725495	3.0	1
30468	0.581921802777677	1.0	1
30469	0.581921802777677	1.0	1
30470	0.7819894710250279	1.0	1
30471	0.0	0.0	1
30472	0.0	0.0	1
30473	0.581921802777677	1.0	1
30474	0.581921802777677	1.0	1
30475	0.0	0.0	1
30476	1.8669284866326281	2.0	1
30477	2.2496953939349598	2.0	1
30478	1.077098442456383	2.0	1
30479	0.0	0.0	1
30480	1.5704468313892999	1.0	1
30481	0.0	0.0	1
30482	0.0	0.0	1
30483	0.0	0.0	1
30484	0.7977378279931671	1.0	1
30485	0.0	0.0	1
30486	0.0	0.0	1
30487	0.0	0.0	1
30488	1.59773897367731	1.0	1
30489	3.3328951598246803	2.0	1
30490	0.5565497074504681	1.0	1
30491	0.0	0.0	1
30492	2.119192362793572	2.0	1
30493	3.1255532244776347	3.0	1
30494	0.6931939722418969	1.0	1
30495	0.936140150852286	1.0	1
30496	0.5640769691283709	1.0	1
30497	2.1619698826427003	1.0	1
30498	0.8500429342700441	1.0	1
30499	1.30699168605728	1.0	1
30500	4.514977384451468	3.0	1
30501	1.36750598739261	1.0	1
30502	1.17092527718198	1.0	1
30503	2.03194738859279	1.0	1
30504	0.0	0.0	1
30505	0.0	0.0	1
30506	0.610139214098369	1.0	1
30507	0.0	0.0	1
30508	2.16680890562385	1.0	1
30509	0.581921802777677	1.0	1
30510	0.0	0.0	1
30511	0.554644232857118	1.0	1
30512	0.0	0.0	1
30513	11.849046440189102	8.0	1
30514	0.0	0.0	1
30515	0.0	0.0	1
30516	1.3080825669218101	1.0	1
30517	3.46631314393563	2.0	1
30518	1.47513665158497	1.0	1
30519	2.03194738859279	1.0	1
30520	2.0524520166198	1.0	1
30521	1.5704468313892999	1.0	1
30522	1.338857864464633	2.0	1
30523	0.0	0.0	1
30524	1.59773897367731	1.0	1
30525	0.0	0.0	1
30526	1.612749170214062	2.0	1
30527	1.01331860692568	1.0	1
30528	0.7819894710250279	1.0	1
30529	0.0	0.0	1
30530	2.507501142648974	2.0	1
30531	0.725900004373984	1.0	1
30532	2.5568023418476002	2.0	1
30533	0.581921802777677	1.0	1
30534	3.7442569209807903	3.0	1
30535	0.0	0.0	1
30536	0.0	0.0	1
30537	0.0	0.0	1
30538	0.621442705431943	1.0	1
30539	8.089337583869094	6.0	1
30540	0.0	0.0	1
30541	0.725900004373984	1.0	0
30542	1.8806017596931397	1.0	0
30543	1.8116088882061898	1.0	0
30544	0.0	0.0	0
30545	0.0	0.0	0
30546	3.2399065957529896	2.0	0
30547	0.0	0.0	0
30548	1.6292873314122298	1.0	0
30549	0.7411674765047729	1.0	0
30550	0.0	0.0	0
30551	3.0639334413967387	3.0	0
30552	0.0	0.0	0
30553	1.5365055979612698	1.0	0
30554	0.0	0.0	0
30555	0.581921802777677	1.0	0
30556	0.0	0.0	0
30557	0.0	0.0	0
30558	3.1127580385598748	4.0	0
30559	0.539043292414639	1.0	0
30560	1.59773897367731	1.0	0
30561	0.0	0.0	0
30562	0.6727901790600359	1.0	0
30563	0.0	0.0	0
30564	1.6574582083789298	1.0	0
30565	1.30699168605728	1.0	0
30566	0.0	0.0	0
30567	0.0	0.0	0
30568	0.6949780940353979	1.0	0
30569	0.0	0.0	0
30570	1.6726127830528519	2.0	0
30571	2.0524520166198	1.0	0
30572	2.4707002229080626	2.0	0
30573	3.8175962045970655	3.0	0
30574	0.725900004373984	1.0	0
30575	3.3545962066993296	2.0	0
30576	1.6292873314122298	1.0	0
30577	0.0	0.0	0
30578	4.266804924578279	3.0	0
30579	0.530675042744122	1.0	0
30580	0.0	0.0	0
30581	1.47513665158497	1.0	0
30582	1.5365055979612698	1.0	0
30583	0.7197762865234549	1.0	0
30584	1.9214237542133898	1.0	0
30585	2.0524520166198	1.0	0
30586	2.6891402864168885	3.0	0
30587	0.0	0.0	0
30588	3.2104881438913724	3.0	0
30589	0.0	0.0	0
30590	1.26473212604819	1.0	0
30591	0.0	0.0	0
30592	1.8116088882061898	1.0	0
30593	0.0	0.0	0
30594	0.0	0.0	0
30595	1.1874545791331899	1.0	0
30596	1.9295252723537533	2.0	0
30597	0.0	0.0	0
30598	3.5899317987789097	2.0	0
30599	2.6629463336607415	3.0	0
30600	1.47513665158497	1.0	0
30601	4.910876590382611	5.0	0
30602	3.571716008601893	3.0	0
30603	3.35404719186214	2.0	0
30604	1.852601938020411	2.0	0
30605	1.289694185122234	2.0	0
30606	3.6048868243596095	3.0	0
30607	0.0	0.0	0
30608	0.0	0.0	0
30609	6.245337155189097	5.0	0
30610	0.0	0.0	0
30611	5.015058165079467	3.0	0
30612	1.79672027571244	1.0	0
30613	3.8175962045970655	3.0	0
30614	1.9214237542133898	1.0	0
30615	2.95027330316994	2.0	0
30616	0.6931939722418969	1.0	0
30617	2.88128043168299	2.0	0
30618	0.619081577941178	1.0	0
30619	0.0	0.0	0
30620	1.9790418325063899	1.0	0
30621	2.475815323574829	2.0	0
30622	1.8806017596931397	1.0	0
30623	3.2394214881936945	3.0	0
30624	0.0	0.0	0
30625	0.0	0.0	0
30626	0.0	0.0	0
30627	0.758458973614834	1.0	0
30628	1.8806017596931397	1.0	0
30629	2.2198718719924657	2.0	0
30630	0.0	0.0	0
30631	1.59773897367731	1.0	0
30632	3.7250968202045454	4.0	0
30633	0.0	0.0	0
30634	1.47513665158497	1.0	0
30635	1.82735724517433	1.0	0
30636	1.715146539039637	2.0	0
30637	2.1580352199657673	2.0	0
30638	0.0	0.0	0
30639	0.0	0.0	0
30640	0.0	0.0	0
30641	0.0	0.0	0
30642	0.0	0.0	0
30643	0.0	0.0	0
30644	0.0	0.0	0
30645	0.0	0.0	0
