id	score	importantwordcount	intensity
2018-en-joy-dev-1	0.0	0.0	1
2018-en-joy-dev-2	0.0	0.0	2
2018-en-joy-dev-3	3.370078262751232	3.0	1
2018-en-joy-dev-4	4.456076894777612	4.0	1
2018-en-joy-dev-5	0.0	0.0	1
2018-en-joy-dev-6	1.76937612458291	1.0	2
2018-en-joy-dev-7	5.646461316742117	4.0	1
2018-en-joy-dev-8	1.53229506542492	1.0	1
2018-en-joy-dev-9	2.504110519045692	2.0	1
2018-en-joy-dev-10	0.0	0.0	0
2018-en-joy-dev-11	0.7279222497547521	1.0	0
2018-en-joy-dev-12	0.0	0.0	1
2018-en-joy-dev-13	0.7411674765047729	1.0	1
2018-en-joy-dev-14	1.35735361592859	1.0	1
2018-en-joy-dev-15	1.18300022878381	1.0	1
2018-en-joy-dev-16	1.63902450669009	1.0	1
2018-en-joy-dev-17	0.8364655809103079	1.0	2
2018-en-joy-dev-18	0.725900004373984	1.0	1
2018-en-joy-dev-19	4.321598406837282	4.0	1
2018-en-joy-dev-20	0.0	0.0	1
2018-en-joy-dev-21	1.641376196249385	2.0	3
2018-en-joy-dev-22	5.61989923481736	3.0	3
2018-en-joy-dev-23	2.398332894952997	3.0	2
2018-en-joy-dev-24	1.52245730777505	1.0	3
2018-en-joy-dev-25	1.06967154347681	1.0	0
2018-en-joy-dev-26	0.0	0.0	1
2018-en-joy-dev-27	2.74736710860761	2.0	0
2018-en-joy-dev-28	0.529398718384517	1.0	3
2018-en-joy-dev-29	2.92617681601995	2.0	2
2018-en-joy-dev-30	1.52245730777505	1.0	0
2018-en-joy-dev-31	3.363587923793848	3.0	2
2018-en-joy-dev-32	1.534148206901879	2.0	2
2018-en-joy-dev-33	0.587467402037856	1.0	0
2018-en-joy-dev-34	1.5365055979612698	1.0	0
2018-en-joy-dev-35	2.421013977715118	2.0	0
2018-en-joy-dev-36	0.0	0.0	1
2018-en-joy-dev-37	1.4375146597953898	1.0	1
2018-en-joy-dev-38	5.739815765113983	6.0	2
2018-en-joy-dev-39	0.581921802777677	1.0	1
2018-en-joy-dev-40	1.0964046056738799	1.0	2
2018-en-joy-dev-41	0.6136973611484661	1.0	1
2018-en-joy-dev-42	0.0	0.0	0
2018-en-joy-dev-43	1.79359038270351	1.0	2
2018-en-joy-dev-44	0.0	0.0	2
2018-en-joy-dev-45	1.30699168605728	1.0	0
2018-en-joy-dev-46	2.16387576455375	1.0	0
2018-en-joy-dev-47	0.9643110278189829	1.0	1
2018-en-joy-dev-48	7.892065455189743	6.0	1
2018-en-joy-dev-49	0.0	0.0	1
2018-en-joy-dev-50	5.50191459873246	3.0	0
2018-en-joy-dev-51	2.009406609794926	3.0	2
2018-en-joy-dev-52	1.9214237542133898	1.0	0
2018-en-joy-dev-53	2.291773537832852	3.0	2
2018-en-joy-dev-54	1.1719503925972299	1.0	2
2018-en-joy-dev-55	3.804961538412666	3.0	3
2018-en-joy-dev-56	3.05848688781018	2.0	3
2018-en-joy-dev-57	2.507995066776135	3.0	3
2018-en-joy-dev-58	1.171270348559743	2.0	2
2018-en-joy-dev-59	1.30699168605728	1.0	2
2018-en-joy-dev-60	0.0	0.0	1
2018-en-joy-dev-61	2.143457266967588	2.0	1
2018-en-joy-dev-62	3.809965748836783	4.0	0
2018-en-joy-dev-63	1.35735361592859	1.0	2
2018-en-joy-dev-64	1.59773897367731	1.0	0
2018-en-joy-dev-65	0.0	0.0	0
2018-en-joy-dev-66	5.3376040576654855	4.0	2
2018-en-joy-dev-67	0.725900004373984	1.0	1
2018-en-joy-dev-68	1.26473212604819	1.0	1
2018-en-joy-dev-69	2.9047306597345903	2.0	1
2018-en-joy-dev-70	0.796804556810169	1.0	0
2018-en-joy-dev-71	1.30699168605728	1.0	2
2018-en-joy-dev-72	7.913330355190868	5.0	3
2018-en-joy-dev-73	2.287482585090595	2.0	0
2018-en-joy-dev-74	1.77437954643783	1.0	1
2018-en-joy-dev-75	0.0	0.0	2
2018-en-joy-dev-76	0.554644232857118	1.0	1
2018-en-joy-dev-77	1.5704468313892999	1.0	1
2018-en-joy-dev-78	2.1619698826427003	1.0	2
2018-en-joy-dev-79	0.0	0.0	2
2018-en-joy-dev-80	0.0	0.0	1
2018-en-joy-dev-81	0.0	0.0	1
2018-en-joy-dev-82	0.5194795295232639	1.0	0
2018-en-joy-dev-83	0.0	0.0	2
2018-en-joy-dev-84	2.1001223738003327	2.0	2
2018-en-joy-dev-85	1.52245730777505	1.0	1
2018-en-joy-dev-86	3.0515590574070135	3.0	2
2018-en-joy-dev-87	4.514105630689109	4.0	3
2018-en-joy-dev-88	0.0	0.0	1
2018-en-joy-dev-89	5.624460362123517	4.0	2
2018-en-joy-dev-90	1.40102867943125	1.0	2
2018-en-joy-dev-91	4.71460156521411	4.0	3
2018-en-joy-dev-92	2.8138561879686668	2.0	3
2018-en-joy-dev-93	3.10058206876079	2.0	3
2018-en-joy-dev-94	0.0	0.0	1
2018-en-joy-dev-95	0.529398718384517	1.0	0
2018-en-joy-dev-96	0.54357844758003	1.0	1
2018-en-joy-dev-97	3.6920532157876824	3.0	3
2018-en-joy-dev-98	2.125348801253183	2.0	3
2018-en-joy-dev-99	2.48999191484109	2.0	3
2018-en-joy-dev-100	0.504867158788249	1.0	1
2018-en-joy-dev-101	0.0	0.0	1
2018-en-joy-dev-102	0.0	0.0	2
2018-en-joy-dev-103	4.6813773551326765	4.0	2
2018-en-joy-dev-104	1.47513665158497	1.0	1
2018-en-joy-dev-105	3.0730111959225397	2.0	2
2018-en-joy-dev-106	1.1719503925972299	1.0	0
2018-en-joy-dev-107	2.180425738509612	2.0	1
2018-en-joy-dev-108	2.345374581163697	3.0	1
2018-en-joy-dev-109	0.0	0.0	0
2018-en-joy-dev-110	0.0	0.0	2
2018-en-joy-dev-111	6.9898563125386	4.0	3
2018-en-joy-dev-112	1.52245730777505	1.0	3
2018-en-joy-dev-113	0.0	0.0	2
2018-en-joy-dev-114	3.2104881438913724	3.0	0
2018-en-joy-dev-115	2.8224399316600577	2.0	3
2018-en-joy-dev-116	1.06224081480177	1.0	3
2018-en-joy-dev-117	0.0	0.0	0
2018-en-joy-dev-118	1.2528245134131328	2.0	2
2018-en-joy-dev-119	1.74867421665059	1.0	1
2018-en-joy-dev-120	0.0	0.0	1
2018-en-joy-dev-121	6.609258930580408	5.0	3
2018-en-joy-dev-122	0.0	0.0	2
2018-en-joy-dev-123	0.0	0.0	1
2018-en-joy-dev-124	0.8500429342700441	1.0	1
2018-en-joy-dev-125	0.0	0.0	1
2018-en-joy-dev-126	0.8364655809103079	1.0	1
2018-en-joy-dev-127	1.4392046423589098	1.0	2
2018-en-joy-dev-128	4.70403598155219	3.0	0
2018-en-joy-dev-129	0.0	0.0	1
2018-en-joy-dev-130	2.143218065038646	2.0	3
2018-en-joy-dev-131	2.8169034068370613	3.0	3
2018-en-joy-dev-132	5.187368200928766	4.0	0
2018-en-joy-dev-133	5.76991903695951	3.0	2
2018-en-joy-dev-134	4.994932990547959	4.0	2
2018-en-joy-dev-135	1.412534623820541	2.0	3
2018-en-joy-dev-136	1.63902450669009	1.0	1
2018-en-joy-dev-137	0.6931939722418969	1.0	2
2018-en-joy-dev-138	0.0	0.0	0
2018-en-joy-dev-139	0.709668809445402	1.0	1
2018-en-joy-dev-140	6.236095597228776	5.0	3
2018-en-joy-dev-141	0.5194795295232639	1.0	2
2018-en-joy-dev-142	2.542866459645333	2.0	0
2018-en-joy-dev-143	2.69895887488904	2.0	2
2018-en-joy-dev-144	0.8364655809103079	1.0	1
2018-en-joy-dev-145	0.661036860607366	1.0	1
2018-en-joy-dev-146	0.0	0.0	2
2018-en-joy-dev-147	1.47513665158497	1.0	2
2018-en-joy-dev-148	0.0	0.0	0
2018-en-joy-dev-149	3.627043069125868	3.0	3
2018-en-joy-dev-150	1.30699168605728	1.0	3
2018-en-joy-dev-151	0.652136282795491	1.0	2
2018-en-joy-dev-152	2.7407060045705602	2.0	2
2018-en-joy-dev-153	1.5365055979612698	1.0	0
2018-en-joy-dev-154	0.0	0.0	1
2018-en-joy-dev-155	3.06930000959158	2.0	1
2018-en-joy-dev-156	1.865837605768098	2.0	3
2018-en-joy-dev-157	4.241764030135091	4.0	2
2018-en-joy-dev-158	2.4435586808440872	3.0	2
2018-en-joy-dev-159	8.753023022511169	5.0	3
2018-en-joy-dev-160	0.592323939975315	1.0	2
2018-en-joy-dev-161	0.0	0.0	1
2018-en-joy-dev-162	4.670579609851128	4.0	2
2018-en-joy-dev-163	0.0	0.0	2
2018-en-joy-dev-164	2.3081013066421723	2.0	3
2018-en-joy-dev-165	1.5249767842467872	2.0	1
2018-en-joy-dev-166	7.800490884155661	5.0	1
2018-en-joy-dev-167	2.16387576455375	1.0	1
2018-en-joy-dev-168	5.975599728823917	4.0	1
2018-en-joy-dev-169	0.0	0.0	0
2018-en-joy-dev-170	2.1619698826427003	1.0	3
2018-en-joy-dev-171	0.0	0.0	2
2018-en-joy-dev-172	2.262854437860804	3.0	0
