id	score	importantwordcount	intensity
40000	2.545429588536998	3.0	3
40001	0.9052991329091279	4.0	3
40002	0.20848238380878895	4.0	3
40003	1.7851496977714747	12.0	3
40004	0.5771916412867985	10.0	3
40005	1.3394833501342918	7.0	3
40006	1.78771801855255	2.0	3
40007	1.6794511275875101	4.0	3
40008	0.9052991329091279	11.0	3
40009	1.4067729351764005	5.0	3
40010	1.2777706726719105	6.0	3
40011	2.899724115105733	10.0	3
40012	5.513131729722296	7.0	3
40013	0.0	3.0	3
40014	2.271271021299342	6.0	3
40015	1.6794511275875101	3.0	3
40016	2.1336119739815134	11.0	3
40017	2.206913608977116	3.0	3
40018	0.312140311540579	6.0	3
40019	1.72479435444738	8.0	3
40020	2.312740257693442	3.0	3
40021	1.848612839436659	3.0	3
40022	1.443248304447224	9.0	3
40023	1.6794511275875101	3.0	3
40024	0.7895607674074847	8.0	3
40025	1.879046905035845	6.0	3
40026	4.76561023773073	13.0	3
40027	0.902495829406906	7.0	3
40028	1.060483623008347	7.0	3
40029	4.705221248239874	7.0	3
40030	3.0054255279209467	12.0	3
40031	0.696816749100339	4.0	3
40032	1.8170375883356789	12.0	3
40033	1.6794511275875101	12.0	3
40034	2.6533222590400243	16.0	3
40035	2.402730568340255	9.0	3
40036	2.533353898874619	4.0	3
40037	1.89034041397825	9.0	3
40038	3.950970881572339	7.0	3
40039	0.696816749100339	14.0	3
40040	1.4243412741475174	13.0	3
40041	0.7407257918568242	15.0	3
40042	2.22058210084883	2.0	3
40043	0.8777018493695901	16.0	3
40044	2.5421290247664725	5.0	3
40045	0.0	14.0	3
40046	1.1102197767628752	10.0	3
40047	1.8369242375672699	11.0	3
40048	1.6794511275875101	3.0	3
40049	0.696816749100339	13.0	3
40050	2.038641250051586	7.0	3
40051	0.0	3.0	3
40052	1.4020082788472379	16.0	3
40053	3.3367700364760213	13.0	3
40054	2.22058210084883	4.0	3
40055	2.23357713534226	3.0	3
40056	6.120646586234221	7.0	3
40057	0.0	8.0	3
40058	3.3922868749156363	12.0	3
40059	3.24061474231557	10.0	3
40060	0.446637137133717	7.0	3
40061	6.760601302864863	14.0	3
40062	1.2015208084755225	10.0	3
40063	1.7196255487075605	14.0	3
40064	2.383487298370349	3.0	3
40065	1.700340029526858	8.0	3
40066	2.21693977301949	17.0	3
40067	2.8362750727811443	9.0	3
40068	2.4408177943086873	10.0	3
40069	0.8990320061814049	5.0	3
40070	2.145131384459025	13.0	3
40071	4.056595878109962	6.0	3
40072	2.21745416586187	10.0	3
40073	0.0	2.0	3
40074	2.161797004893069	12.0	3
40075	0.20848238380878895	10.0	3
40076	0.36240360732197796	4.0	3
40077	0.5216359450434386	10.0	3
40078	2.014754621705065	7.0	3
40079	2.21693977301949	14.0	3
40080	1.5548250804533081	6.0	3
40081	0.9614384222736798	10.0	3
40082	2.7368824186306604	5.0	3
40083	2.405536052971189	16.0	3
