id	score	intensity
10000	4.9353301469821975	3
10001	1.178880336179115	3
10002	2.752856266626935	3
10003	7.569186155210555	3
10004	2.569537927106601	3
10005	1.129092466997876	3
10006	3.905453120830649	3
10007	2.363509659017528	3
10008	3.3901472287091927	3
10009	1.5713142500766417	3
10010	2.193729827349554	3
10011	2.0022740394364527	3
10012	1.055774805740108	3
10013	3.1727272213846214	3
10014	2.118988775532278	3
10015	3.281683714016867	3
10016	2.235196159332863	3
10017	1.894163256305684	3
10018	2.7232563473615734	3
10019	2.6017306176016652	3
10020	0.878790984886458	3
10021	0.578131219290698	3
10022	2.698550541031149	3
10023	3.2991358494235103	3
10024	1.896319908872758	3
10025	1.2980751478188357	3
10026	4.0648897039883	3
10027	2.962873314374979	3
10028	2.0006475766524487	3
10029	2.228732330576805	3
10030	1.7717941337991883	3
10031	2.07202454258796	3
10032	1.1045146683030558	3
10033	2.61984898233145	3
10034	1.495770016394079	3
10035	2.4392526681294	3
10036	2.9383867651066735	3
10037	1.711680281374261	3
10038	0.608568255942062	3
10039	2.114524331602103	3
10040	1.2565161146275408	3
10041	2.7266202194822764	3
10042	3.215867511711026	3
10043	6.142061602005635	3
10044	1.8063252121568314	3
10045	1.23507563979876	3
10046	3.7147182374060095	3
10047	1.4613099007587478	3
10048	1.959065938349613	3
10049	2.219532185364486	3
10050	1.18192910250545	3
10051	2.4173338627537273	3
10052	1.01218021425014	3
10053	2.3376403935810703	3
10054	0.16424904161884302	3
10055	1.1779536570255331	3
10056	1.9040652631202695	3
10057	0.4150905523005951	3
10058	3.580912307511659	3
10059	1.4437259119079513	3
10060	2.316303712640437	3
10061	3.1624126588760264	3
10062	1.4788808706816008	3
10063	0.0	3
10064	1.2387421817663358	3
10065	2.256629707567194	3
10066	2.048509686706238	3
10067	1.5919375546078842	3
10068	1.42712455320492	3
10069	0.61278248184424	3
10070	2.922465921884287	3
10071	0.593667390749501	3
10072	3.1070913085983007	3
10073	2.1279560790005863	3
10074	1.394455668867488	2
10075	3.508205593777278	3
10076	2.200000497490558	3
10077	3.7464228961379398	3
10078	2.104527175148699	3
10079	2.31682428778005	3
10080	6.561788111111513	3
10081	1.178880336179115	3
10082	3.0886820272065565	3
10083	2.4908735343417865	3
10084	1.4944890591090716	3
10085	4.147324840100309	3
10086	1.909064778213818	2
10087	1.995673543514321	3
10088	0.578131219290698	3
10089	2.168061838337248	3
10090	2.3284643709709627	3
10091	1.3635253890330168	3
10092	1.0301687967832251	3
10093	0.0	3
10094	0.0	3
10095	3.477999655888604	3
10096	0.7155298918095337	3
10097	2.153787754306739	3
10098	1.42712455320492	3
10099	1.18192910250545	3
10100	2.168295461207188	3
10101	3.549403649609223	3
10102	2.5423611281889276	3
10103	0.7265093043135927	3
10104	1.2579071177228502	3
10105	1.484028762540007	3
10106	0.89661693533207	3
10107	2.204440127135487	3
10108	1.9270361158764677	3
10109	0.9107428992921309	3
10110	1.883125941554434	3
10111	3.905192923510855	3
10112	2.4578061020710003	3
10113	0.32807998533175786	3
10114	2.5063817922354197	3
10115	1.554049627957627	3
10116	0.37578359531732797	3
10117	1.18192910250545	3
10118	2.011359930842757	3
10119	1.226492042060395	3
10120	0.268202419914066	3
10121	1.9124052058018361	3
10122	1.0770723215311588	3
10123	1.849975957527989	3
10124	2.3701163594506847	3
10125	3.037430648220079	3
10126	1.405078422085277	3
10127	2.140952175247253	3
10128	2.7506385940595024	3
10129	0.8479073600343939	3
10130	0.15245975561170938	3
10131	3.532194636485995	3
10132	1.810596877192153	3
10133	0.8016598291094579	3
10134	0.926343200843482	3
10135	2.4207019806483903	3
10136	3.411898098928218	3
10137	1.7870605704314415	2
10138	1.0666540535414948	3
10139	2.8715601049774477	3
10140	1.892582954685115	3
10141	1.270756512886325	3
10142	1.9146635635945972	3
10143	1.42712455320492	3
10144	1.9317100474720907	3
10145	3.000912858434532	3
10146	1.18192910250545	3
10147	0.5939130621367984	3
10148	2.2146132448649842	3
10149	1.34987270727658	3
10150	0.532109379547876	3
10151	1.2620502286205826	3
10152	1.1998989843481498	3
10153	1.7524620941975337	3
10154	4.082010326481215	3
10155	0.6189851987337901	3
10156	1.597194997401418	3
10157	4.175213199874752	3
10158	1.858873559878867	3
10159	2.47620930067677	3
10160	2.459396298089973	3
10161	1.2645485476629617	3
10162	1.6628901172048312	3
10163	3.8596001413175314	3
10164	0.829505154362274	3
10165	1.9229231135422709	3
10166	3.735161033212833	3
10167	1.278686427921063	3
10168	1.087744923894668	3
10169	1.855738681618503	3
10170	4.785487382433499	3
10171	0.8317699378667247	3
10172	1.5929379248608182	3
10173	0.1640049776904613	2
10174	2.3194464038927	3
10175	1.6749475093811153	3
10176	0.5146909661389898	3
10177	2.08595252652776	3
10178	1.0144088952443182	3
10179	0.7962598074651002	3
10180	1.5640223919918808	3
10181	1.129092466997876	3
10182	0.0	3
10183	1.5872527365818665	3
10184	0.858629686197392	2
10185	2.122111934836198	3
10186	0.827009510889863	3
10187	0.861380522808445	2
10188	1.8768923164566402	3
10189	0.469772800547115	3
10190	2.539051111602859	3
10191	2.1877202432484104	3
10192	0.9732950544256421	3
10193	1.696139980088935	3
10194	0.293732691492228	3
10195	0.40838680090636703	3
10196	0.0040784161508349	3
10197	1.4770915315040754	3
10198	3.191421631041557	3
10199	0.0	3
10200	1.6836767127639578	2
10201	2.2063118819794068	3
10202	1.278944819394578	2
10203	1.6250883391712792	3
10204	2.789669337154508	3
10205	2.077807122907419	3
10206	2.458118299874175	3
10207	1.36640200922779	3
10208	1.1998989843481498	3
10209	3.145792509887044	3
10210	2.059214922386309	3
10211	2.7165014205497995	3
10212	1.293773191983741	2
10213	1.7069932796612433	2
10214	3.429888942407949	2
10215	2.6346336942530026	2
10216	1.2722352294858572	2
10217	0.831398076686602	2
10218	1.6415695391316714	2
10219	1.16348793300654	2
10220	0.3681071276387378	2
10221	1.4489809026962093	2
10222	0.07752260550591	2
10223	1.529265379296279	2
10224	0.1425795498957822	2
10225	1.082352370519359	2
10226	1.0637489811368663	2
10227	2.6254202697453493	2
10228	3.7155996198942	2
10229	1.4225024980854837	2
10230	1.27576473512286	2
10231	1.329199410401416	2
10232	0.642960885623866	2
10233	3.70333257018411	1
10234	1.687108579252119	2
10235	2.806245591358355	2
10236	1.4508554843594166	2
10237	0.544966227276131	2
10238	1.393302592142649	2
10239	0.513624683075964	2
10240	0.5720951327363349	3
10241	1.42712455320492	2
10242	0.118071879211844	2
10243	2.835466247961915	2
10244	1.0111788558046129	2
10245	1.884708522259014	2
10246	0.880911439480187	2
10247	1.5259350265949811	2
10248	2.042051035759693	2
10249	0.539949720636289	2
10250	0.27828489283476693	2
10251	1.823623763725503	2
10252	1.7658718512600078	2
10253	0.167673702500207	2
10254	1.2402089353311891	2
10255	1.4486696553359486	2
10256	0.9186890979672574	2
10257	1.3034623059091899	2
10258	0.2501702914721211	2
10259	0.8988653707219878	2
10260	0.8545512700465571	2
10261	1.0405389775175768	2
10262	1.3202798175049941	2
10263	1.1998989843481498	2
10264	1.717022130442695	2
10265	2.5176147218963303	2
10266	0.0	2
10267	0.167673702500207	2
10268	1.2159532083457236	2
10269	2.2300787292982482	2
10270	2.636464949251054	2
10271	0.6564458455513411	2
10272	1.248757594125408	2
10273	0.0294729078642017	2
10274	1.780565008980075	2
10275	1.9553431049502135	2
10276	0.468373385928195	2
10277	0.9449645692309111	2
10278	0.07752260550591	2
10279	0.346230834780627	2
10280	1.474313282709553	2
10281	0.8648331552979982	2
10282	0.0982794663680926	2
10283	0.0	2
10284	0.8842209655333051	2
10285	0.8702996270146959	2
10286	1.4373316974641512	2
10287	0.175617526736668	2
10288	2.128648227983672	2
10289	1.6628901172048312	2
10290	1.068821447221126	2
10291	2.8156352425351776	2
10292	0.845087189973236	2
10293	1.3124562668830209	2
10294	1.3561749021586538	2
10295	0.521027111366382	2
10296	1.009809319205384	2
10297	1.4969165633320578	2
10298	1.8007620317398754	2
10299	0.35989795302388156	2
