id	score	importantwordcount	intensity
10000	4.9353301469821975	4.0	3
10001	1.178880336179115	0.0	3
10002	2.752856266626935	2.0	3
10003	7.569186155210555	5.0	3
10004	2.569537927106601	2.0	3
10005	1.129092466997876	1.0	3
10006	3.905453120830649	4.0	3
10007	2.363509659017528	2.0	3
10008	3.3901472287091927	3.0	3
10009	1.5713142500766417	1.0	3
10010	2.193729827349554	2.0	3
10011	2.0022740394364527	1.0	3
10012	1.055774805740108	1.0	3
10013	3.1727272213846214	3.0	3
10014	2.118988775532278	2.0	3
10015	3.281683714016867	2.0	3
10016	2.235196159332863	1.0	3
10017	1.894163256305684	2.0	3
10018	2.7232563473615734	2.0	3
10019	2.6017306176016652	1.0	3
10020	0.878790984886458	1.0	3
10021	0.578131219290698	0.0	3
10022	2.698550541031149	2.0	3
10023	3.2991358494235103	2.0	3
10024	1.896319908872758	2.0	3
10025	1.2980751478188357	1.0	3
10026	4.0648897039883	3.0	3
10027	2.962873314374979	3.0	3
10028	2.0006475766524487	1.0	3
10029	2.228732330576805	1.0	3
10030	1.7717941337991883	2.0	3
10031	2.07202454258796	1.0	3
10032	1.1045146683030558	1.0	3
10033	2.61984898233145	1.0	3
10034	1.495770016394079	1.0	3
10035	2.4392526681294	1.0	3
10036	2.9383867651066735	3.0	3
10037	1.711680281374261	1.0	3
10038	0.608568255942062	0.0	3
10039	2.114524331602103	1.0	3
10040	1.2565161146275408	1.0	3
10041	2.7266202194822764	1.0	3
10042	3.215867511711026	3.0	3
10043	6.142061602005635	4.0	3
10044	1.8063252121568314	2.0	3
10045	1.23507563979876	1.0	3
10046	3.7147182374060095	3.0	3
10047	1.4613099007587478	1.0	3
10048	1.959065938349613	2.0	3
10049	2.219532185364486	2.0	3
10050	1.18192910250545	1.0	3
10051	2.4173338627537273	2.0	3
10052	1.01218021425014	1.0	3
10053	2.3376403935810703	2.0	3
10054	0.16424904161884302	0.0	3
10055	1.1779536570255331	1.0	3
10056	1.9040652631202695	1.0	3
10057	0.4150905523005951	0.0	3
10058	3.580912307511659	1.0	3
10059	1.4437259119079513	1.0	3
10060	2.316303712640437	2.0	3
10061	3.1624126588760264	2.0	3
10062	1.4788808706816008	1.0	3
10063	0.0	0.0	3
10064	1.2387421817663358	1.0	3
10065	2.256629707567194	1.0	3
10066	2.048509686706238	1.0	3
10067	1.5919375546078842	1.0	3
10068	1.42712455320492	1.0	3
10069	0.61278248184424	0.0	3
10070	2.922465921884287	3.0	3
10071	0.593667390749501	1.0	3
10072	3.1070913085983007	2.0	3
10073	2.1279560790005863	2.0	3
10074	1.394455668867488	1.0	2
10075	3.508205593777278	3.0	3
